shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
ES:Euskotren:RoutePoints:5977:,43.26109,-2.926727,82,3521.763
ES:Euskotren:RoutePoints:5977:,43.261052,-2.926658,83,3528.763
ES:Euskotren:RoutePoints:5977:,43.260842,-2.926273,84,3567.763
ES:Euskotren:RoutePoints:5977:,43.260616,-2.925858,85,3609.763
ES:Euskotren:RoutePoints:5977:,43.260356,-2.925392,86,3657.341
ES:Euskotren:RoutePoints:5977:,43.260114,-2.924931,87,3703.408
ES:Euskotren:RoutePoints:5977:,43.259882,-2.924491,88,3747.435
ES:Euskotren:RoutePoints:5977:,43.259563,-2.924174,89,3791.244
ES:Euskotren:RoutePoints:5977:,43.259292,-2.924569,90,3835.307
ES:Euskotren:RoutePoints:5977:,43.259214,-2.925141,91,3882.502
ES:Euskotren:RoutePoints:5977:,43.259104,-2.925685,92,3928.353
ES:Euskotren:RoutePoints:5977:,43.259035,-2.925926,93,3949.353
ES:Euskotren:RoutePoints:5977:,43.259105,-2.92595,94,3957.318
ES:Euskotren:RoutePoints:5977:,43.258971,-2.926281,95,3988.026
ES:Euskotren:RoutePoints:5977:,43.258612,-2.926662,96,4038.49
ES:Euskotren:RoutePoints:5977:,43.258182,-2.926699,97,4086.376
ES:Euskotren:RoutePoints:5977:,43.257748,-2.926497,98,4137.277
ES:Euskotren:RoutePoints:5977:,43.257335,-2.926285,99,4186.305
ES:Euskotren:RoutePoints:5977:,43.256944,-2.925969,100,4236.676
ES:Euskotren:RoutePoints:5977:,43.256581,-2.925609,101,4286.443
ES:Euskotren:RoutePoints:5977:,43.25623,-2.925224,102,4336.442
ES:Euskotren:RoutePoints:5977:,43.255947,-2.92476,103,4385.468
ES:Euskotren:RoutePoints:5977:,43.255795,-2.924369,104,4421.468
ES:Euskotren:RoutePoints:5977:,43.255736,-2.924211,105,4435.827
ES:Euskotren:RoutePoints:5977:,43.255543,-2.923653,106,4485.973
ES:Euskotren:RoutePoints:5977:,43.255431,-2.923056,107,4535.971
ES:Euskotren:RoutePoints:5977:,43.255305,-2.922479,108,4584.883
ES:Euskotren:RoutePoints:5977:,43.254989,-2.922061,109,4633.667
ES:Euskotren:RoutePoints:5977:,43.254624,-2.9217,110,4683.667
ES:Euskotren:RoutePoints:5977:,43.254259,-2.921339,111,4733.716
ES:Euskotren:RoutePoints:5977:,43.254113,-2.921513,112,4755.25
ES:Euskotren:RoutePoints:5977:,43.253981,-2.921783,113,4781.597
ES:Euskotren:RoutePoints:5977:,43.253617,-2.921865,114,4822.536
ES:Euskotren:RoutePoints:5977:,43.253657,-2.921489,115,4853.354
ES:Euskotren:RoutePoints:5977:,43.253648,-2.921492,116,4854.344
ES:Euskotren:RoutePoints:5977:,43.253639,-2.921494,117,4855.336
ES:Euskotren:RoutePoints:5977:,43.253578,-2.92186,118,4885.776
ES:Euskotren:RoutePoints:5977:,43.253557,-2.921857,119,4888.014
ES:Euskotren:RoutePoints:5977:,43.253594,-2.921508,120,4916.598
ES:Euskotren:RoutePoints:5977:,43.253586,-2.921511,121,4917.531
ES:Euskotren:RoutePoints:5977:,43.253578,-2.921514,122,4918.465
ES:Euskotren:RoutePoints:5977:,43.253571,-2.921515,123,4919.176
ES:Euskotren:RoutePoints:5977:,43.253563,-2.921518,124,4920.138
ES:Euskotren:RoutePoints:5977:,43.253554,-2.921521,125,4921.099
ES:Euskotren:RoutePoints:5977:,43.253546,-2.921523,126,4922.061
ES:Euskotren:RoutePoints:5977:,43.253537,-2.921526,127,4923.041
ES:Euskotren:RoutePoints:5977:,43.253529,-2.921529,128,4924.041
ES:Euskotren:RoutePoints:5977:,43.25352,-2.921532,129,4925.041
ES:Euskotren:RoutePoints:5977:,43.253511,-2.921534,130,4926.041
ES:Euskotren:RoutePoints:5977:,43.253493,-2.92154,131,4928.092
ES:Euskotren:RoutePoints:5977:,43.253439,-2.921842,132,4953.329
ES:Euskotren:RoutePoints:5977:,43.253467,-2.921548,133,4977.394
ES:Euskotren:RoutePoints:5977:,43.253458,-2.921551,134,4978.384
ES:Euskotren:RoutePoints:5977:,43.253394,-2.921836,135,5002.651
ES:Euskotren:RoutePoints:5977:,43.253387,-2.921835,136,5003.421
ES:Euskotren:RoutePoints:5977:,43.253422,-2.921562,137,5025.968
ES:Euskotren:RoutePoints:5977:,43.253414,-2.921565,138,5026.965
ES:Euskotren:RoutePoints:5977:,43.253397,-2.92157,139,5028.883
ES:Euskotren:RoutePoints:5977:,43.253388,-2.921573,140,5029.883
ES:Euskotren:RoutePoints:5977:,43.253379,-2.921575,141,5030.883
ES:Euskotren:RoutePoints:5977:,43.253371,-2.921578,142,5031.882
ES:Euskotren:RoutePoints:5977:,43.253312,-2.921829,143,5053.305
ES:Euskotren:RoutePoints:5977:,43.253353,-2.921584,144,5073.781
ES:Euskotren:RoutePoints:5977:,43.253284,-2.921833,145,5095.413
ES:Euskotren:RoutePoints:5977:,43.253275,-2.921833,146,5096.413
ES:Euskotren:RoutePoints:5977:,43.253251,-2.921836,147,5099.124
ES:Euskotren:RoutePoints:5977:,43.253292,-2.921603,148,5118.589
ES:Euskotren:RoutePoints:5977:,43.253273,-2.921608,149,5120.643
ES:Euskotren:RoutePoints:5977:,43.253265,-2.921611,150,5121.64
ES:Euskotren:RoutePoints:5977:,43.253256,-2.921614,151,5122.637
ES:Euskotren:RoutePoints:5977:,43.253242,-2.921618,152,5124.262
ES:Euskotren:RoutePoints:5977:,43.253224,-2.921624,153,5126.259
ES:Euskotren:RoutePoints:5977:,43.253172,-2.921776,154,5139.89
ES:Euskotren:RoutePoints:5977:,43.253158,-2.921761,155,5141.89
ES:Euskotren:RoutePoints:5977:,43.253129,-2.921731,156,5145.89
ES:Euskotren:RoutePoints:5977:,43.253094,-2.921694,157,5150.89
ES:Euskotren:RoutePoints:5977:,43.252718,-2.921772,158,5193.114
ES:Euskotren:RoutePoints:5977:,43.252275,-2.921915,159,5243.58
ES:Euskotren:RoutePoints:5977:,43.251844,-2.921993,160,5291.93
ES:Euskotren:RoutePoints:5977:,43.251456,-2.921716,161,5340.477
ES:Euskotren:RoutePoints:5977:,43.251073,-2.921395,162,5390.357
ES:Euskotren:RoutePoints:5977:,43.250678,-2.921092,163,5440.688
ES:Euskotren:RoutePoints:5977:,43.25025,-2.920912,164,5490.409
ES:Euskotren:RoutePoints:5977:,43.249809,-2.920801,165,5540.2
ES:Euskotren:RoutePoints:5977:,43.249367,-2.920693,166,5590.048
ES:Euskotren:RoutePoints:5977:,43.248919,-2.920591,167,5640.511
ES:Euskotren:RoutePoints:5977:,43.248476,-2.920486,168,5690.386
ES:Euskotren:RoutePoints:5977:,43.248036,-2.920372,169,5740.114
ES:Euskotren:RoutePoints:5977:,43.24761,-2.920178,170,5790.046
ES:Euskotren:RoutePoints:5977:,43.247221,-2.919944,171,5837.19
ES:Euskotren:RoutePoints:5977:,43.246797,-2.919763,172,5886.501
ES:Euskotren:RoutePoints:5977:,43.246365,-2.919615,173,5936.053
ES:Euskotren:RoutePoints:5977:,43.245955,-2.919367,174,5985.843
ES:Euskotren:RoutePoints:5977:,43.245548,-2.919093,175,6036.16
ES:Euskotren:RoutePoints:5977:,43.245222,-2.91869,176,6084.982
ES:Euskotren:RoutePoints:5977:,43.244961,-2.918196,177,6134.428
ES:Euskotren:RoutePoints:5977:,43.244775,-2.917648,178,6183.493
ES:Euskotren:RoutePoints:5977:,43.244873,-2.917078,179,6230.956
ES:Euskotren:RoutePoints:5977:,43.245121,-2.916567,180,6280.768
ES:Euskotren:RoutePoints:5977:,43.245389,-2.916063,181,6331.33
ES:Euskotren:RoutePoints:5977:,43.245543,-2.915807,182,6358.278
ES:Euskotren:RoutePoints:5977:,43.245463,-2.915759,183,6367.988
ES:Euskotren:RoutePoints:5977:,43.245596,-2.915542,184,6390.965
ES:Euskotren:RoutePoints:5977:,43.245874,-2.915083,185,6439.389
ES:Euskotren:RoutePoints:5977:,43.246086,-2.91454,186,6489.351
ES:Euskotren:RoutePoints:5977:,43.246149,-2.913916,187,6540.493
ES:Euskotren:RoutePoints:5977:,43.246194,-2.913306,188,6590.221
ES:Euskotren:RoutePoints:5977:,43.246238,-2.912708,189,6639.008
ES:Euskotren:RoutePoints:5977:,43.246285,-2.912095,190,6689.049
ES:Euskotren:RoutePoints:5977:,43.246331,-2.911479,191,6739.364
ES:Euskotren:RoutePoints:5977:,43.246379,-2.910849,192,6790.794
ES:Euskotren:RoutePoints:5977:,43.246442,-2.910223,193,6842.035
ES:Euskotren:RoutePoints:5977:,43.24655,-2.90963,194,6891.701
ES:Euskotren:RoutePoints:5977:,43.246751,-2.909087,195,6941.123
ES:Euskotren:RoutePoints:5977:,43.246951,-2.908545,196,6990.372
ES:Euskotren:RoutePoints:5977:,43.247119,-2.908004,197,7038.073
ES:Euskotren:RoutePoints:5977:,43.247168,-2.907398,198,7087.597
ES:Euskotren:RoutePoints:5977:,43.247186,-2.906772,199,7138.442
ES:Euskotren:RoutePoints:5977:,43.247201,-2.906152,200,7188.786
ES:Euskotren:RoutePoints:5977:,43.247192,-2.90554,201,7238.491
ES:Euskotren:RoutePoints:5977:,43.247232,-2.9049,202,7290.616
