route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
TR,SATURDAY,TR_SATURDAY_1_271,BOLUETA,1,TR_SHAPE_8753521
TR,SATURDAY,TR_SATURDAY_1_272,BOLUETA,1,TR_SHAPE_8753521
TR,SATURDAY,TR_SATURDAY_1_273,BOLUETA,1,TR_SHAPE_8753521
TR,SATURDAY,TR_SATURDAY_1_274,BOLUETA,1,TR_SHAPE_8753521
TR,SATURDAY,TR_SATURDAY_1_275,BOLUETA,1,TR_SHAPE_8753521
TR,SATURDAY,TR_SATURDAY_1_276,BOLUETA,1,TR_SHAPE_8753521
TR,SATURDAY,TR_SATURDAY_1_277,BOLUETA,1,TR_SHAPE_8753521
TR,SATURDAY,TR_SATURDAY_1_278,BOLUETA,1,TR_SHAPE_8753521
TR,SATURDAY,TR_SATURDAY_1_279,BOLUETA,1,TR_SHAPE_8753521
TR,SATURDAY,TR_SATURDAY_1_280,BOLUETA,1,TR_SHAPE_8753521
TR,SATURDAY,TR_SATURDAY_1_281,BOLUETA,1,TR_SHAPE_8753521
TR,SATURDAY,TR_SATURDAY_1_282,BOLUETA,1,TR_SHAPE_8753521
TR,SATURDAY,TR_SATURDAY_1_283,BOLUETA,1,TR_SHAPE_8753521
TR,SATURDAY,TR_SATURDAY_1_284,BOLUETA,1,TR_SHAPE_8753521
