stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,location_type,wheelchair_boarding
125,1703,CAMINO MIRAMAR / ARANEKOBIDEA,,43.276565320510123,-2.9538832045623664,1,0,1
1047,1705,ENEKURI / GASOLINERA,,43.286044592925073,-2.9583931025100432,1,0,1
1051,1706,ENEKURI,,43.289607147185684,-2.9607335522902174,1,0,1
1052,1707,ENEKURI / fte. SAN PABLO,,43.287600007536888,-2.9575677567841461,1,0,1
533,1708,ELORRIAGA,,43.283110418054434,-2.9530299901565553,1,0,1
1049,1709,BERRIZ / CAMPO DE TIRO,,43.279215476387265,-2.9460926056839032,1,0,1
531,1710,ESCUELA DE HOSTELERÍA,,43.279726581068843,-2.941718264661124,1,0,1
530,1711,AIXERROTA,,43.278202582474925,-2.9349884725428308,1,0,1
1417,1712,MONTE ELORRIAGA,,43.275399225008542,-2.9537073760696231,1,0,1
14,2101,CAMPO VOLANTÍN fte. 21,,43.266454559610757,-2.926880411516573,1,0,1
10,2103,CAMPO VOLANTÍN / LA SALVE,,43.269251491984768,-2.9304031737306415,1,0,1
16,2104,CAMPO VOLANTÍN 13,,43.265243947118257,-2.9252895038730924,1,0,1
13,2105,CAMPO VOLANTÍN 23,,43.266849787437444,-2.9272883425615541,1,0,1
12,2107,FUNICULAR,,43.268384297412624,-2.9265404071645498,1,0,1
18,2108,AYUNTAMIENTO,,43.263942282653112,-2.923615305397822,1,0,1
9,2109,PUENTE LA SALVE ,,43.269699825538396,-2.9314352323581274,1,0,1
236,2110,TIBOLI 1,,43.266225844440285,-2.925530465103821,1,0,1
11,2111,TRISTÁN DE LEGUIZAMÓN 5,,43.269184841117436,-2.9287148846933317,1,0,1
6964,2112,Fte. AYUNTAMIENTO,,43.264079351167112,-2.9239719694142612,1,0,1
7434,2113,HUERTAS DE LA VILLA 17,,43.267885018323561,-2.9274755173830789,1,0,1
24,2201,ANSELMA DE SALCES fte.2,,43.266279469898073,-2.9229441672131062,1,0,1
20,2202,CRISTO 1,,43.26500185892516,-2.9225287778476194,1,0,1
22,2203,MATIKO 1,,43.268115028647443,-2.9245832863887635,1,0,1
